INFO: [VRFC 10-2263] Analyzing Verilog file "/home/adrianna/Git/LED_matrix_driver/LED_matrix_driver.sim/sim_1/synth/func/xsim/glbl.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module glbl
INFO: [VRFC 10-3107] analyzing entity 'design_1_proc_sys_reset_0_0_sequence_psr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_reset_ctrl'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA_1'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA_11'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA_3'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA_6'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA_9'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA__parameterized0_31\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_all_typeA__parameterized0_35\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized19\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized20\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized21\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized22\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized34\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized35\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized36\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized37\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized38\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized39\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized40\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized41\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized42\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized43\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized44\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized45\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized47\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized49\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg__parameterized52\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_xsdbs_v1_0_4_reg_stream'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_xsdbs_v1_0_4_reg_stream__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_blk_mem_gen_prim_width'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_dc_ss'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_rd_status_flags_ss'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_wr_status_flags_ss'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width__parameterized2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width__parameterized3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width__parameterized4\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width__parameterized5\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width__parameterized6\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_prim_width__parameterized7\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_proc_sys_reset_0_0_proc_sys_reset'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_register'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA__parameterized0_5\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA__parameterized0_8\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA__parameterized1_0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA_nodelay'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA_nodelay_30'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_allx_typeA_nodelay_34'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_blk_mem_gen_generic_cstr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_rd_logic'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_wr_logic'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_generic_cstr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_proc_sys_reset_0_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_match'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_match__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_match__parameterized0__1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_match__parameterized0__2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_match__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_match__parameterized1__1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ltlib_v1_0_2_match_nodelay'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_match_nodelay__1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_system_ila_0_0_ltlib_v1_0_2_match_nodelay__2\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_blk_mem_gen_top'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_blk_mem_gen_v8_4_9_blk_mem_gen_top'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_cap_sample_counter'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_cap_window_counter'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_trig_match'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_blk_mem_gen_v8_4_9_synth'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_blk_mem_gen_v8_4_9_synth'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_cap_addrgen'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_trigger'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_blk_mem_gen_v8_4_9'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_blk_mem_gen_v8_4_9'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_cap_ctrl_legacy'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_trace_memory'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_memory'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila_core'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_fifo_generator_ramfifo'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_ila_v6_2_16_ila'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_fifo_generator_top'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_bd_f60c_ila_lib_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_fifo_generator_v13_2_11_synth'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0_bd_f60c'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0_fifo_generator_v13_2_11'
INFO: [VRFC 10-3107] analyzing entity 'design_1_fifo_generator_0_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_system_ila_0_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1'
INFO: [VRFC 10-3107] analyzing entity 'design_1_wrapper'
INFO: [VRFC 10-163] Analyzing VHDL file "/home/adrianna/Git/LED_matrix_driver/LED_matrix_driver.srcs/sources_1/new/uart_rx.vhd" into library xil_defaultlib
INFO: [VRFC 10-3107] analyzing entity 'UART_RX'
INFO: [VRFC 10-163] Analyzing VHDL file "/home/adrianna/Git/LED_matrix_driver/LED_matrix_driver.srcs/sim_1/new/uart_tb.vhd" into library xil_defaultlib
INFO: [VRFC 10-3107] analyzing entity 'UART_RX_TB'
ERROR: [VRFC 10-719] formal port/generic <i_rx_en> is not declared in <uart_rx> [/home/adrianna/Git/LED_matrix_driver/LED_matrix_driver.srcs/sim_1/new/uart_tb.vhd:60]
ERROR: [VRFC 10-3353] formal port 'i_rx_serial' has no actual or default value [/home/adrianna/Git/LED_matrix_driver/LED_matrix_driver.srcs/sim_1/new/uart_tb.vhd:54]
ERROR: [VRFC 10-9458] unit 'behave' is ignored due to previous errors [/home/adrianna/Git/LED_matrix_driver/LED_matrix_driver.srcs/sim_1/new/uart_tb.vhd:11]
INFO: [VRFC 10-8704] VHDL file '/home/adrianna/Git/LED_matrix_driver/LED_matrix_driver.srcs/sim_1/new/uart_tb.vhd' is ignored due to errors
